rfam_acc	pdb_id	chain	pdb_start	pdb_end	bit_score	evalue_score	cm_start	cm_end	hex_colour	is_significant
RF01852	3w3s	B	1	95	71.80	1.1e-15	1	91	8e2511	1
RF00005	3w3s	B	2	95	40.40	3.6e-08	1	71	8e2511	0
RF00005	3wc1	P	1	72	58.30	2.8e-13	1	71	8e2511	1
RF00005	3wc1	Q	1	72	58.30	2.8e-13	1	71	8e2511	1
RF00005	3wc2	P	1	73	64.30	5.7e-15	1	71	8e2511	1
RF00005	3wc2	Q	1	73	64.30	5.7e-15	1	71	8e2511	1
RF00005	3wfq	A	1	73	76.80	1.8e-18	1	71	8e2511	1
RF00005	3wfq	B	1	73	76.80	1.8e-18	1	71	8e2511	1
RF00005	3wfq	C	1	73	76.80	1.8e-18	1	71	8e2511	1
RF00005	3wfq	D	1	73	76.80	1.8e-18	1	71	8e2511	1
RF00005	3wfr	A	1	73	76.80	1.8e-18	1	71	8e2511	1
RF00005	3wfr	B	1	73	76.80	1.8e-18	1	71	8e2511	1
RF00005	3wfr	C	1	73	76.80	1.8e-18	1	71	8e2511	1
RF00005	3wfr	D	1	73	76.80	1.8e-18	1	71	8e2511	1
RF00005	3wfs	A	1	73	76.80	1.8e-18	1	71	8e2511	1
RF00005	3wfs	B	1	73	76.80	1.8e-18	1	71	8e2511	1
RF00005	3wqy	C	1	72	69.60	1.9e-16	1	71	8e2511	1
RF00005	3wqz	C	1	72	72.40	3e-17	1	71	8e2511	1
RF00005	3zgz	B	2	85	62.30	2.5e-14	1	71	8e2511	1
RF00005	3zgz	E	2	85	62.30	2.5e-14	1	71	8e2511	1
RF00005	3zjt	B	2	85	56.10	1.3e-12	1	71	8e2511	1
RF00005	3zju	B	1	84	59.60	1.4e-13	1	71	8e2511	1
RF00005	3zjv	B	1	84	59.60	1.4e-13	1	71	8e2511	1
RF00169	3zn8	G	2	88	59.10	7.9e-14	1	97	8e2511	1
RF00005	486d	A	1	72	67.10	9.2e-16	1	71	8e2511	1
RF00005	486d	C	1	73	54.50	3.1e-12	1	71	8e2511	1
RF00005	486d	E	1	72	53.10	7.3e-12	1	71	8e2511	1
RF00177	4a2i	A	1	1532	1552.70	0	1	1533	8e2511	1
RF01959	4a2i	A	2	1532	1008.90	9.9e-299	1	1477	8e2511	0
RF02542	4a2i	A	2	1532	725.60	9.5e-221	1	1312	8e2511	0
RF01960	4a2i	A	2	1531	680.90	2.5e-204	1	1851	8e2511	0
RF00177	4adv	A	1	1542	1577.30	0	1	1533	8e2511	1
RF01959	4adv	A	6	1540	1024.80	0	1	1477	8e2511	0
RF02542	4adv	A	6	1537	729.80	4.9e-222	1	1312	8e2511	0
RF01960	4adv	A	6	1537	683.90	2.9e-205	1	1851	8e2511	0
RF02540	4adx	0	1	2925	2740.40	0	1	2990	8e2511	1
RF02541	4adx	0	1	2923	1747.50	0	1	2925	8e2511	0
RF02543	4adx	0	132	2915	1465.00	0	1	3401	8e2511	0
RF00002	4adx	0	10	150	50.40	4.4e-11	1	154	8e2511	0
RF00001	4adx	9	1	123	78.40	2.3e-17	1	119	8e2511	1
RF00162	4aob	A	1	93	70.00	1.9e-15	1	108	8e2511	1
RF00005	4aq7	B	1	84	59.60	1.4e-13	1	71	8e2511	1
RF00005	4aq7	E	1	84	59.60	1.4e-13	1	71	8e2511	1
RF00177	4aqy	A	2	1520	1505.30	0	1	1533	8e2511	1
RF01959	4aqy	A	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	4aqy	A	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	4aqy	A	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF00005	4arc	B	1	84	59.60	1.4e-13	1	71	8e2511	1
RF00005	4ari	B	1	84	59.60	1.4e-13	1	71	8e2511	1
RF00005	4as1	B	1	84	59.60	1.4e-13	1	71	8e2511	1
RF02519	4ato	G	1	34	54.40	2.6e-10	1	34	8e2511	1
RF00177	4b3m	A	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	4b3m	A	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	4b3m	A	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	4b3m	A	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	4b3r	A	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	4b3r	A	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	4b3r	A	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	4b3r	A	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	4b3s	A	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	4b3s	A	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	4b3s	A	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	4b3s	A	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	4b3t	A	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	4b3t	A	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	4b3t	A	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	4b3t	A	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00162	4b5r	A	1	93	80.50	3.1e-18	1	108	8e2511	1
RF01960	4bts	AA	1	1753	1590.10	0	1	1851	8e2511	1
RF02542	4bts	AA	1	1753	835.80	1.2e-254	1	1312	8e2511	0
RF01959	4bts	AA	1	1755	592.10	4.9e-174	1	1477	8e2511	0
RF00177	4bts	AA	1	1755	524.10	1.3e-166	1	1533	8e2511	0
RF01960	4bts	BA	1	1753	1590.10	0	1	1851	8e2511	1
RF02542	4bts	BA	1	1753	835.80	1.2e-254	1	1312	8e2511	0
RF01959	4bts	BA	1	1755	592.10	4.9e-174	1	1477	8e2511	0
RF00177	4bts	BA	1	1755	524.10	1.3e-166	1	1533	8e2511	0
RF01960	4bts	CA	1	1753	1590.10	0	1	1851	8e2511	1
RF02542	4bts	CA	1	1753	835.80	1.2e-254	1	1312	8e2511	0
RF01959	4bts	CA	1	1755	592.10	4.9e-174	1	1477	8e2511	0
RF00177	4bts	CA	1	1755	524.10	1.3e-166	1	1533	8e2511	0
RF01960	4bts	DA	1	1753	1590.10	0	1	1851	8e2511	1
RF02542	4bts	DA	1	1753	835.80	1.2e-254	1	1312	8e2511	0
RF01959	4bts	DA	1	1755	592.10	4.9e-174	1	1477	8e2511	0
RF00177	4bts	DA	1	1755	524.10	1.3e-166	1	1533	8e2511	0
RF00209	4c4q	N	1	235	267.90	2.6e-86	22	256	8e2511	1
RF02541	4ce4	A	1	1456	371.80	1.1e-121	252	2925	8e2511	1
RF02540	4ce4	A	774	1572	281.90	2.6e-86	1424	2914	8e2511	0
RF02540	4ce4	A	239	356	52.80	7.5e-14	790	930	8e2511	0
RF00005	4cqn	B	1	79	46.90	4.5e-10	1	71	8e2511	1
RF00005	4cqn	E	1	79	46.90	4.5e-10	1	71	8e2511	1
RF00001	4csu	A	2	117	77.20	4.7e-17	1	119	8e2511	1
RF02541	4csu	B	1	2904	2889.10	0	1	2925	8e2511	1
RF02540	4csu	B	1	2903	1843.20	0	1	2990	8e2511	0
RF02543	4csu	B	160	2893	1261.80	0	1	3401	8e2511	0
RF01960	4cxg	1	1	135	89.70	2.6e-25	1690	1817	8e2511	1
RF02543	4cxg	2	1	52	51.10	2.3e-11	2831	2882	8e2511	1
RF00005	4cxg	Y	1	73	65.70	2.4e-15	1	71	8e2511	1
RF01960	4cxh	1	1	135	89.70	2.6e-25	1690	1817	8e2511	1
RF02543	4cxh	2	1	52	51.10	2.3e-11	2831	2882	8e2511	1
RF00005	4cxh	Y	1	73	65.70	2.4e-15	1	71	8e2511	1
RF01960	4d5l	1	1	1869	1687.30	0	1	1851	8e2511	1
RF02542	4d5l	1	1	1869	824.30	4.3e-251	1	1312	8e2511	0
RF01959	4d5l	1	1	1871	561.10	9.6e-165	1	1477	8e2511	0
RF00177	4d5l	1	1	1871	438.50	7.4e-139	1	1533	8e2511	0
RF00458	4d5n	X	1	199	174.80	2e-38	3	201	8e2511	1
RF02543	4d5y	2	3	5024	2364.30	0	1	3401	8e2511	1
RF02540	4d5y	2	1247	4714	823.70	3.7e-257	1	2990	8e2511	0
RF02541	4d5y	2	1262	4733	607.00	5.4e-200	1	2925	8e2511	0
RF02541	4d5y	2	5	411	127.90	1.8e-39	30	555	8e2511	0
RF00002	4d5y	3	2	154	138.80	2.1e-37	1	154	8e2511	1
RF00001	4d5y	4	1	119	118.90	7.7e-28	1	119	8e2511	1
RF01960	4d61	1	1	1869	1687.30	0	1	1851	8e2511	1
RF02542	4d61	1	1	1869	824.30	4.3e-251	1	1312	8e2511	0
RF01959	4d61	1	1	1871	561.10	9.6e-165	1	1477	8e2511	0
RF00177	4d61	1	1	1871	438.50	7.4e-139	1	1533	8e2511	0
RF00458	4d61	j	1	199	174.80	2e-38	3	201	8e2511	1
RF02543	4d67	2	3	5024	2364.30	0	1	3401	8e2511	1
RF02540	4d67	2	1247	4714	823.70	3.7e-257	1	2990	8e2511	0
RF02541	4d67	2	1262	4733	607.00	5.4e-200	1	2925	8e2511	0
RF02541	4d67	2	5	411	127.90	1.8e-39	30	555	8e2511	0
RF00002	4d67	3	2	154	138.80	2.1e-37	1	154	8e2511	1
RF00001	4d67	4	1	119	118.90	7.8e-28	1	119	8e2511	1
RF00177	4dr1	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4dr1	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4dr1	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4dr1	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4dr2	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4dr2	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4dr2	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4dr2	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4dr3	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4dr3	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4dr3	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4dr3	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4dr4	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4dr4	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4dr4	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4dr4	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4dr5	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4dr5	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4dr5	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4dr5	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4dr6	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4dr6	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4dr6	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4dr6	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4dr7	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4dr7	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4dr7	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4dr7	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF02001	4ds6	A	91	263	138.60	3.4e-31	1	171	8e2511	1
RF01998	4ds6	A	261	330	46.20	1.3e-07	1	84	8e2511	1
RF00177	4duy	A	2	1520	1500.10	0	1	1533	8e2511	1
RF01959	4duy	A	7	1518	1028.90	0	1	1477	8e2511	0
RF02542	4duy	A	7	1515	675.10	3.5e-205	1	1312	8e2511	0
RF01960	4duy	A	7	1515	622.30	1.7e-186	1	1851	8e2511	0
RF00177	4duz	A	2	1520	1500.10	0	1	1533	8e2511	1
RF01959	4duz	A	7	1518	1028.90	0	1	1477	8e2511	0
RF02542	4duz	A	7	1515	675.10	3.5e-205	1	1312	8e2511	0
RF01960	4duz	A	7	1515	622.30	1.7e-186	1	1851	8e2511	0
RF00177	4dv0	A	2	1520	1497.40	0	1	1533	8e2511	1
RF01959	4dv0	A	7	1518	1026.20	0	1	1477	8e2511	0
RF02542	4dv0	A	7	1515	672.20	2.8e-204	1	1312	8e2511	0
RF01960	4dv0	A	7	1515	619.30	1.3e-185	1	1851	8e2511	0
RF00177	4dv1	A	2	1520	1497.40	0	1	1533	8e2511	1
RF01959	4dv1	A	7	1518	1026.20	0	1	1477	8e2511	0
RF02542	4dv1	A	7	1515	672.20	2.8e-204	1	1312	8e2511	0
RF01960	4dv1	A	7	1515	619.30	1.3e-185	1	1851	8e2511	0
RF00177	4dv2	A	2	1520	1494.40	0	1	1533	8e2511	1
RF01959	4dv2	A	7	1518	1025.60	0	1	1477	8e2511	0
RF02542	4dv2	A	7	1515	672.70	2e-204	1	1312	8e2511	0
RF01960	4dv2	A	7	1515	621.30	3.4e-186	1	1851	8e2511	0
RF00177	4dv3	A	2	1520	1494.40	0	1	1533	8e2511	1
RF01959	4dv3	A	7	1518	1025.60	0	1	1477	8e2511	0
RF02542	4dv3	A	7	1515	672.70	2e-204	1	1312	8e2511	0
RF01960	4dv3	A	7	1515	621.30	3.4e-186	1	1851	8e2511	0
RF00177	4dv4	A	2	1520	1497.40	0	1	1533	8e2511	1
RF01959	4dv4	A	7	1518	1026.50	0	1	1477	8e2511	0
RF02542	4dv4	A	7	1515	672.80	1.9e-204	1	1312	8e2511	0
RF01960	4dv4	A	7	1515	619.70	1.1e-185	1	1851	8e2511	0
RF00177	4dv5	A	2	1520	1497.40	0	1	1533	8e2511	1
RF01959	4dv5	A	7	1518	1026.50	0	1	1477	8e2511	0
RF02542	4dv5	A	7	1515	672.80	1.9e-204	1	1312	8e2511	0
RF01960	4dv5	A	7	1515	619.70	1.1e-185	1	1851	8e2511	0
RF00177	4dv6	A	2	1520	1497.50	0	1	1533	8e2511	1
RF01959	4dv6	A	7	1518	1026.50	0	1	1477	8e2511	0
RF02542	4dv6	A	7	1515	675.10	3.6e-205	1	1312	8e2511	0
RF01960	4dv6	A	7	1515	619.70	1.1e-185	1	1851	8e2511	0
RF00177	4dv7	A	2	1520	1497.50	0	1	1533	8e2511	1
RF01959	4dv7	A	7	1518	1026.50	0	1	1477	8e2511	0
RF02542	4dv7	A	7	1515	675.10	3.6e-205	1	1312	8e2511	0
RF01960	4dv7	A	7	1515	619.70	1.1e-185	1	1851	8e2511	0
RF02001	4e8k	A	87	259	138.60	3.2e-31	1	171	8e2511	1
RF01998	4e8k	A	257	326	46.20	1.2e-07	1	84	8e2511	1
RF02001	4e8m	A	87	259	138.60	3.2e-31	1	171	8e2511	1
RF01998	4e8m	A	257	326	46.20	1.2e-07	1	84	8e2511	1
RF02001	4e8n	A	87	259	138.60	3.2e-31	1	171	8e2511	1
RF01998	4e8n	A	257	326	46.20	1.2e-07	1	84	8e2511	1
RF02001	4e8p	A	87	259	138.60	3.2e-31	1	171	8e2511	1
RF01998	4e8p	A	257	326	46.20	1.2e-07	1	84	8e2511	1
RF02001	4e8q	A	87	259	138.60	3.2e-31	1	171	8e2511	1
RF01998	4e8q	A	257	326	46.20	1.2e-07	1	84	8e2511	1
RF02001	4e8r	A	87	259	138.60	3.2e-31	1	171	8e2511	1
RF01998	4e8r	A	257	326	46.20	1.2e-07	1	84	8e2511	1
RF02001	4e8t	A	87	259	138.60	3.2e-31	1	171	8e2511	1
RF01998	4e8t	A	257	326	46.20	1.2e-07	1	84	8e2511	1
RF02001	4e8v	A	87	259	138.60	3.2e-31	1	171	8e2511	1
RF01998	4e8v	A	257	326	46.20	1.2e-07	1	84	8e2511	1
RF01734	4en5	A	2	54	37.60	3.9e-07	10	61	8e2511	1
RF01734	4ena	A	2	54	37.60	3.9e-07	10	61	8e2511	1
RF01734	4enb	A	2	54	37.60	3.9e-07	10	61	8e2511	1
RF01734	4enc	A	2	54	37.60	3.9e-07	10	61	8e2511	1
RF00168	4erj	A	1	160	86.20	4.8e-23	6	178	8e2511	1
RF00168	4erl	A	1	160	86.20	4.8e-23	6	178	8e2511	1
RF02001	4faq	A	89	261	138.60	3.2e-31	1	171	8e2511	1
RF01998	4faq	A	259	328	46.20	1.2e-07	1	84	8e2511	1
RF02001	4far	A	84	256	138.60	3.2e-31	1	171	8e2511	1
RF01998	4far	A	254	323	46.20	1.2e-07	1	84	8e2511	1
RF02001	4fau	A	92	264	138.60	3.2e-31	1	171	8e2511	1
RF01998	4fau	A	262	331	46.20	1.2e-07	1	84	8e2511	1
RF02001	4faw	A	87	259	138.60	3.2e-31	1	171	8e2511	1
RF01998	4faw	A	257	326	46.20	1.2e-07	1	84	8e2511	1
RF02001	4fax	A	88	260	138.60	3.2e-31	1	171	8e2511	1
RF01998	4fax	A	258	327	46.20	1.2e-07	1	84	8e2511	1
RF02001	4fb0	A	87	259	138.60	3.2e-31	1	171	8e2511	1
RF01998	4fb0	A	257	326	46.20	1.2e-07	1	84	8e2511	1
RF00167	4fe5	B	1	67	66.30	8.7e-13	19	87	8e2511	1
RF00167	4fej	B	1	67	65.30	1.5e-12	19	87	8e2511	1
RF00167	4fel	B	1	67	65.30	1.5e-12	19	87	8e2511	1
RF00167	4fen	B	1	67	64.40	2.6e-12	19	87	8e2511	1
RF00167	4feo	B	1	67	63.10	5.4e-12	19	87	8e2511	1
RF00167	4fep	B	1	67	62.10	9.3e-12	19	87	8e2511	1
RF01689	4frg	B	1	86	52.30	1.1e-09	1	84	8e2511	1
RF01689	4frg	X	1	86	52.30	1.1e-09	1	84	8e2511	1
RF01689	4frn	A	1	104	75.60	4.6e-15	1	116	8e2511	1
RF01689	4frn	B	1	104	75.60	4.6e-15	1	116	8e2511	1
RF00005	4gcw	B	1	73	62.70	1.7e-14	1	71	8e2511	1
RF00177	4gkj	A	1	1515	1490.80	0	1	1533	8e2511	1
RF01959	4gkj	A	2	1513	1033.80	0	1	1477	8e2511	0
RF02542	4gkj	A	2	1510	680.80	6.2e-207	1	1312	8e2511	0
RF01960	4gkj	A	2	1510	630.70	4.8e-189	1	1851	8e2511	0
RF00177	4gkk	A	1	1515	1490.80	0	1	1533	8e2511	1
RF01959	4gkk	A	2	1513	1033.80	0	1	1477	8e2511	0
RF02542	4gkk	A	2	1510	680.80	6.2e-207	1	1312	8e2511	0
RF01960	4gkk	A	2	1510	630.70	4.8e-189	1	1851	8e2511	0
RF00174	4gma	Z	11	188	132.50	7.6e-37	15	191	8e2511	1
RF00174	4gxy	A	5	168	115.70	5.8e-32	16	176	8e2511	1
RF02541	4io9	X	1	2878	2737.80	0	1	2925	8e2511	1
RF02540	4io9	X	1	2878	1900.10	0	1	2990	8e2511	0
RF02543	4io9	X	137	2867	1220.60	0	1	3401	8e2511	0
RF00001	4io9	Y	5	121	71.60	1.3e-15	1	119	8e2511	1
RF02541	4ioa	X	1	2878	2737.80	0	1	2925	8e2511	1
RF02540	4ioa	X	1	2878	1900.10	0	1	2990	8e2511	0
RF02543	4ioa	X	137	2867	1220.60	0	1	3401	8e2511	0
RF00001	4ioa	Y	5	121	71.60	1.3e-15	1	119	8e2511	1
RF02541	4ioc	X	1	2878	2737.80	0	1	2925	8e2511	1
RF02540	4ioc	X	1	2878	1900.10	0	1	2990	8e2511	0
RF02543	4ioc	X	137	2867	1220.60	0	1	3401	8e2511	0
RF00001	4ioc	Y	5	121	71.60	1.3e-15	1	119	8e2511	1
RF00177	4ji0	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4ji0	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4ji0	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4ji0	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4ji1	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4ji1	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4ji1	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4ji1	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4ji2	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4ji2	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4ji2	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4ji2	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4ji3	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4ji3	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4ji3	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4ji3	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4ji4	A	2	1520	1499.80	0	1	1533	8e2511	1
RF01959	4ji4	A	7	1518	1028.80	0	1	1477	8e2511	0
RF02542	4ji4	A	7	1515	676.10	1.8e-205	1	1312	8e2511	0
RF01960	4ji4	A	7	1515	624.30	4.2e-187	1	1851	8e2511	0
RF00177	4ji5	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4ji5	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4ji5	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4ji5	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4ji6	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4ji6	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4ji6	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4ji6	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4ji7	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4ji7	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4ji7	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4ji7	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4ji8	A	2	1520	1501.20	0	1	1533	8e2511	1
RF01959	4ji8	A	7	1518	1030.20	0	1	1477	8e2511	0
RF02542	4ji8	A	7	1515	677.10	8.8e-206	1	1312	8e2511	0
RF01960	4ji8	A	7	1515	625.30	2.1e-187	1	1851	8e2511	0
RF00177	4jv5	A	1	1515	1492.30	0	1	1533	8e2511	1
RF01959	4jv5	A	2	1513	1035.70	0	1	1477	8e2511	0
RF02542	4jv5	A	2	1510	679.80	1.3e-206	1	1312	8e2511	0
RF01960	4jv5	A	2	1510	629.40	1.2e-188	1	1851	8e2511	0
RF00005	4jxx	B	1	72	62.60	1.7e-14	1	71	8e2511	1
RF00005	4jxz	B	1	72	65.80	2.2e-15	1	71	8e2511	1
RF00177	4jya	A	1	1515	1492.30	0	1	1533	8e2511	1
RF01959	4jya	A	2	1513	1035.70	0	1	1477	8e2511	0
RF02542	4jya	A	2	1510	679.80	1.3e-206	1	1312	8e2511	0
RF01960	4jya	A	2	1510	629.40	1.2e-188	1	1851	8e2511	0
RF00005	4jyz	B	1	72	64.70	4.4e-15	1	71	8e2511	1
RF00177	4k0k	A	1	1515	1492.30	0	1	1533	8e2511	1
RF01959	4k0k	A	2	1513	1035.70	0	1	1477	8e2511	0
RF02542	4k0k	A	2	1510	679.80	1.3e-206	1	1312	8e2511	0
RF01960	4k0k	A	2	1510	629.40	1.2e-188	1	1851	8e2511	0
RF00177	4khp	A	5	1506	1472.60	0	9	1524	8e2511	1
RF01959	4khp	A	2	1508	1018.80	1.1e-301	1	1477	8e2511	0
RF02542	4khp	A	3	1508	673.20	1.4e-204	1	1312	8e2511	0
RF01960	4khp	A	2	1508	623.60	6.6e-187	1	1851	8e2511	0
RF00162	4kqy	A	2	118	98.20	8.4e-23	1	108	8e2511	1
RF00005	4kr2	C	1	71	61.00	4.9e-14	1	71	8e2511	1
RF00005	4kr3	C	1	71	61.00	4.9e-14	1	71	8e2511	1
RF00177	4kvb	A	2	1520	1505.00	0	1	1533	8e2511	1
RF01959	4kvb	A	7	1518	1034.60	0	1	1477	8e2511	0
RF02542	4kvb	A	7	1515	678.60	3e-206	1	1312	8e2511	0
RF01960	4kvb	A	7	1515	627.90	3.4e-188	1	1851	8e2511	0
RF01960	4kzx	i	1	1863	1669.10	0	1	1851	8e2511	1
RF02542	4kzx	i	1	1863	814.60	4.4e-248	1	1312	8e2511	0
RF01959	4kzx	i	1	1865	559.90	2.2e-164	1	1477	8e2511	0
RF00177	4kzx	i	1	1865	433.70	2.6e-137	1	1533	8e2511	0
RF01960	4kzy	i	1	1863	1669.10	0	1	1851	8e2511	1
RF02542	4kzy	i	1	1863	814.60	4.4e-248	1	1312	8e2511	0
RF01959	4kzy	i	1	1865	559.90	2.2e-164	1	1477	8e2511	0
RF00177	4kzy	i	1	1865	433.70	2.6e-137	1	1533	8e2511	0
RF01960	4kzz	i	1	1863	1669.10	0	1	1851	8e2511	1
RF02542	4kzz	i	1	1863	814.60	4.4e-248	1	1312	8e2511	0
RF01959	4kzz	i	1	1865	559.90	2.2e-164	1	1477	8e2511	0
RF00177	4kzz	i	1	1865	433.70	2.6e-137	1	1533	8e2511	0
RF00005	4kzz	j	1	72	56.50	8.6e-13	1	71	8e2511	1
RF00177	4l47	QA	2	1520	1505.30	0	1	1533	8e2511	1
RF01959	4l47	QA	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	4l47	QA	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	4l47	QA	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF00177	4l47	XA	2	1520	1505.30	0	1	1533	8e2511	1
RF01959	4l47	XA	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	4l47	XA	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	4l47	XA	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF00005	4l47	QV	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	4l47	XV	1	74	60.90	5.4e-14	1	71	8e2511	1
RF02541	4l47	RA	1	2913	2699.60	0	1	2925	8e2511	1
RF02540	4l47	RA	1	2913	1931.30	0	1	2990	8e2511	0
RF02543	4l47	RA	151	2902	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	4l47	RA	13	159	51.90	1.7e-11	1	154	8e2511	0
RF02541	4l47	YA	1	2913	2699.60	0	1	2925	8e2511	1
RF02540	4l47	YA	1	2913	1931.30	0	1	2990	8e2511	0
RF02543	4l47	YA	151	2902	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	4l47	YA	13	159	51.90	1.7e-11	1	154	8e2511	0
RF00001	4l47	RB	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	4l47	YB	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	4l71	QA	2	1520	1505.30	0	1	1533	8e2511	1
RF01959	4l71	QA	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	4l71	QA	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	4l71	QA	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF00177	4l71	XA	2	1520	1505.30	0	1	1533	8e2511	1
RF01959	4l71	XA	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	4l71	XA	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	4l71	XA	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF02541	4l71	RA	1	2913	2699.60	0	1	2925	8e2511	1
RF02540	4l71	RA	1	2913	1931.30	0	1	2990	8e2511	0
RF02543	4l71	RA	151	2902	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	4l71	RA	13	159	51.90	1.7e-11	1	154	8e2511	0
RF02541	4l71	YA	1	2913	2699.60	0	1	2925	8e2511	1
RF02540	4l71	YA	1	2913	1931.30	0	1	2990	8e2511	0
